場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點,AED地點描述
臺北市政府警察局大安分局,仁愛路3段2號,63000030,25.037872,121.533106,公眾服務單位設施,警察分局,1樓大廳值班臺旁,進大門1樓大廳右側
臺灣警察專科學校,興隆路三段153號,63000080,24.998038,121.561478,學校、大型集會場所,大專院校,樂群樓2樓,樂群樓2樓電梯旁
臺灣警察專科學校,興隆路三段153號,63000080,24.998038,121.561478,學校、大型集會場所,大專院校,游泳池入口處,游泳池
臺灣警察專科學校,興隆路三段153號,63000080,24.998038,121.561478,學校、大型集會場所,大專院校,大禮堂1樓,大禮堂1樓
臺北市政府警察局士林分局後港派出所,福港街151號1樓,63000110,25.08728,121.517957,其他,其他場所,大門右邊,大門進入後右手邊
臺灣警察專科學校,興隆路三段153號,63000080,24.998038,121.561478,學校、大型集會場所,大專院校,民生樓1樓,三民樓1樓
臺北市政府警察局大安分局和平東路派出所,和平東路1段143號,63000030,25.026615,121.530509,公眾服務單位設施,派出所,1樓門口值班臺前,進門左側值班臺前
臺北市政府警察局大安分局臥龍街派出所,臥龍街185號,63000030,25.018001,121.551835,公眾服務單位設施,派出所,大門入口處,大門入口處
臺北市政府警察局婦幼警察隊,信義路5段180號,63000020,25.033095,121.574318,其他,其他場所,1樓大廳右方,"臺北市政府警察局婦幼警察隊
進入1樓大廳右方"
臺北市政府警察局大安分局安和路派出所,信義路四段216號,63000030,25.032995,121.552185,公眾服務單位設施,派出所,一樓值班臺旁,一樓值班臺旁
臺北市政府警察局大安分局瑞安街派出所,瑞安街23巷17號,63000030,25.031193,121.545068,公眾服務單位設施,派出所,值班台旁鏡子前,進大門後左手邊，值班台旁鏡子前。
臺北市政府警察局內湖分局康寧派出所,金湖路83號,63000100,25.081261,121.597549,公眾服務單位設施,派出所,值勤臺後方,值勤臺後方，電梯入口左側
臺北市稅捐稽徵處,北平東路7之2號,63000050,25.046835,121.523005,其他,其他場所,前棟1樓東側走廊,前棟1樓東側走廊
臺北市政府警察局內湖分局康樂派出所,康樂街110巷16弄20號,63000100,25.070427,121.618388,公眾服務單位設施,派出所,一樓值班臺,一樓值班臺
臺北市政府警察局士林分局山仔后派出所,格致路39號,63000110,25.137285,121.546359,公眾服務單位設施,派出所,派出所內值班台旁,山仔后派出所值班台旁
臺北市政府警察局文山第一分局指南派出所,指南路2段177號1樓,63000080,24.987381,121.577867,公眾服務單位設施,派出所,值班台後方,指南派出所值班台後方
臺北市政府警察局北投分局光明派出所,泉源路14號,63000120,25.13737,121.504243,公眾服務單位設施,派出所,大門進入右側,派出所大門
臺北市政府警察局士林分局芝山岩派出所,仰德大道一段16號,63000110,25.101122,121.537886,其他,其他場所,一樓便民服務區內,芝山岩派出所一樓便民服務區內
臺北市政府警察局士林分局天母派出所,中山北路七段192號,63000110,25.125001,121.532966,公眾服務單位設施,派出所,派出所內值勤台旁,天母派出所內值勤台左後側
臺北市政府警察局北投分局奇岩派出所,公館路209巷11號,63000120,25.127651,121.508044,公眾服務單位設施,派出所,1樓值班台旁,奇岩派出所1F值班台旁
臺北市政府警察局北投分局石牌派出所,文林北路296號,63000120,25.109935,121.512507,公眾服務單位設施,派出所,1樓偵詢室旁,石牌派出所1樓偵詢室旁
臺北市政府警察局交通警察大隊士林分隊,福港街151號6樓,63000110,25.08728,121.517957,其他,其他場所,交通分隊辦公室值勤台後方,電梯搭至6樓左側進入本分隊辦公室，正面即為值勤台，AED設於值勤台後方明顯處。
臺北市政府警察局中山分局大直派出所,北安路456號,63000040,25.079511,121.544124,公眾服務單位設施,派出所,大門口旁,進門後值班台右手邊進門，即可看到AED
臺北市政府警察局交通警察大隊文山第二分隊,興隆路2段95巷8號,63000080,25.000021,121.546886,公眾服務單位設施,派出所,1樓辦公室內,1樓辦公室東北側
臺北市政府警察局北投分局公園派出所,紗帽路110號,63000120,25.148752,121.548615,公眾服務單位設施,派出所,門口旁,放置於近門口地帶之角落
臺北市政府警察局文山第二分局景美派出所,景中街2號,63000080,24.992734,121.541107,公眾服務單位設施,派出所,值班臺旁邊,景美派出所值班臺旁
臺北市政府警察局士林分局翠山派出所,中社路一段56號,63000110,25.108126,121.560262,其他,其他場所,值班台左前方,翠山派出所值班台
臺北市政府警察局文山第一分局木柵派出所,木柵路二段202號,63000080,24.988789,121.563546,公眾服務單位設施,派出所,木柵派出所大門旁(由外面對大門，門內右邊),於木柵派出所大門旁(由外面對大門，門內右邊)
臺北市政府警察局文山第二分局萬盛派出所,羅斯福路5段151號,63000080,25.003904,121.538908,公眾服務單位設施,派出所,一樓受理報案區旁,萬盛派出所一樓受理報案區旁
臺北市政府警察局北投分局長安派出所,中央北路1段1號1樓,63000120,25.133282,121.501298,公眾服務單位設施,派出所,入口進門左手邊,長安所入口進門左手邊約5公尺處牆邊
臺北市政府警察局士林分局溪山派出所平等駐在所,平等里平菁街86號,63000110,25.131156,121.576473,其他,其他場所,值勤臺後方,值勤臺後方
臺北市政府警察局北投分局關渡派出所,關渡里大度路3段305號,63000120,25.122997,121.465947,公眾服務單位設施,派出所,值班台右側,面對派出所內值班台右側
臺北市政府警察局士林分局溪山派出所,至善路3段263號,63000110,25.119736,121.584527,其他,其他場所,大門入口右側,士林分局溪山派出所大門入口右側
臺北市政府警察局士林分局永福派出所,仰德大道三段49號,63000110,25.118447,121.552328,公眾服務單位設施,派出所,值班台旁,值班台旁
臺北市政府警察局文山第一分局復興派出所,木柵路一段54號,63000080,24.986769,121.547017,公眾服務單位設施,派出所,受理民眾E化報案區旁,一樓大廳大門旁邊
臺北市政府警察局內湖分局東湖派出所,五分街10號,63000100,25.067469,121.61299,公眾服務單位設施,派出所,進門左側,派出所一進門左側便民服務區
臺北市政府警察局文山第一分局木新派出所,恆光街45號,63000080,24.982404,121.567298,公眾服務單位設施,派出所,一樓為民服務區內,木新派出所一樓為民服務區
臺北市政府警察局文山第二分局興隆派出所,興隆路2段156號,63000080,25.001512,121.551187,公眾服務單位設施,派出所,派出所大門口,在興隆派出所大門口
臺北市政府警察局士林分局文林派出所,文林路235號,63000110,25.090688,121.526763,其他,其他場所,一樓值勤台旁,士林分局一樓文林派出所值勤台旁
臺北市政府警察局交通警察大隊文山一分隊,萬美街1段50號3樓,63000080,25.002266,121.566897,公眾服務單位設施,派出所,辦公室門口,設置辦公室值班台前方
臺北市政府警察局北投分局大屯派出所,中和街534號,63000120,25.145513,121.49335,公眾服務單位設施,派出所,值班台後方,大屯派出所值班台後方
臺北市政府警察局內湖分局港墘派出所,內湖路1段550號,63000100,25.078846,121.576762,公眾服務單位設施,派出所,值勤臺後方,值勤臺後方(飲水機旁、男廁廁所外面)
臺北市政府警察局北投分局竹子湖派出所,竹子湖路16號,63000120,25.167467,121.540207,公眾服務單位設施,派出所,派出所內值班台左側,置於派出所內值班台左側
臺北市政府警察局內湖分局內湖派出所,內湖路二段261號,63000100,25.082075,121.590133,公眾服務單位設施,派出所,便民服務室內,內湖派出所為民服務室
臺北市政府警察局士林分局蘭雅派出所,中山北路6段153號,63000110,25.106571,121.524685,其他,其他場所,大門口右側，民眾服務區後方,"大門口,值班台右側"
臺北市政府警察局士林分局社子派出所,延平北路6段200號,63000110,25.08965604,121.5055377,其他,其他場所,值勤台旁,大門值勤台旁
臺北市政府警察局北投分局永明派出所,石牌路2段101號,63000120,25.117934,121.516949,公眾服務單位設施,派出所,值勤臺旁,值勤臺旁
臺北市私立新民高級中學,汀州路2段143號,63000050,25.025111,121.520172,學校、大型集會場所,高中職,守衛室,守衛室
外貿協會台北國際會議中心,信義路5段1號,63000020,25.03369,121.561022,大型休閒場所,演藝廳,2樓,北走廊休息區
北都汽車股份有限公司(文山所廠),羅斯福路六段92巷2號B1,63000080,24.998245,121.540099,其他,其他場所,一樓辦公室左側,文山保養廠一樓辦公室左側
外貿協會台北國際會議中心,信義路5段1號,63000020,25.03369,121.561022,大型休閒場所,演藝廳,3樓,北走廊宴會廳旁
國家表演藝術中心國家兩廳院(國家音樂廳),中山南路21-1號,63000050,25.037355,121.519244,大型休閒場所,電影片映演場所(戲院、電影院),音樂廳1樓,4號門服務台側
外貿協會台北國際會議中心,信義路5段1號,63000020,25.03369,121.561022,大型休閒場所,演藝廳,4樓,南走廊貴賓廳旁
北都汽車股份有限公司-信義廠,基隆路二段149-36號,63000020,25.02652,121.555235,其他,其他場所,客休室助理背後,位於客戶休息室，結帳櫃台助理人員背後之強壁上
臺北市立萬華國民中學,西藏路201號,63000070,25.029107,121.498835,其他,其他場所,敦品樓一樓,敦品樓一樓電梯旁
國都汽車LEXUS士林所廠,中正路350號,63000110,25.09457403,121.5215294,其他,其他場所,服務廠客休室,服務廠客休室
北都汽車股份有限公司-東湖廠,潭美街791號,63000100,25.063786,121.610599,其他,其他場所,工廠內客戶休息室,客戶休息室
國家表演藝術中心國家兩廳院(國家音樂廳),中山南路21-1號,63000050,25.037355,121.519244,大型休閒場所,電影片映演場所(戲院、電影院),音樂廳一號門售票口,音樂廳一號門售票口
英業達股份有限公司D棟,承德路四段166號,63000110,25.085741,121.523071,其他,其他場所,公司D棟大廳,D棟大廳櫃台旁
STEPX FITNESS,南京東路二段八號B1,63000040,25.05188954,121.5283693,學校、大型集會場所,健身房,健身房內,健身房入口左側，櫃台旁
漢杰健康事業股份有限公司(HowHowGym好好健身),光復南路180巷6號2樓,63000030,25.042523,121.557303,學校、大型集會場所,健身房,飲水機上方,飲水機上方
體育客團體教室,富陽街90號1樓,63000020,25.02116541,121.5564462,其他,其他場所,本院大廳,一樓大廳
耐森健身工作室,三合街二段435號1樓,63000120,25.1265032,121.5024596,學校、大型集會場所,健身房,大廳,三合街二段435號1樓
香港商世界健身事業有限公司台北通化分公司,臨江街87號2樓,63000030,25.0302378,121.5550116,學校、大型集會場所,健身房,2樓大廳,香港商世界健身事業有限公司台北通化分公司2樓大廳
香港商世界健身事業有限公司內湖分公司,康寧路3段72號6樓,63000100,25.070238,121.611276,學校、大型集會場所,健身房,8F教練部重訓區,8F教練部重訓區
臺北市士林區士東國民小學,中山北路六段392號,63000110,25.112934,121.526814,其他,其他場所,士東國小附設幼兒園內,幼兒園內茉莉班教室正前方
臺北市政府警察局文山第一分局萬芳派出所,萬美街1段50號,63000080,25.002266,121.566897,公眾服務單位設施,派出所,大門入口左側,派出所值班台前，門口左側
臺北市政府警察局,延平南路96號1樓,63000050,25.0439422,121.5095664,公眾服務單位設施,警察分局,本局大廳,入口處右手邊
臺北市政府警察局內湖分局大湖派出所,成功路五段1號,63000100,25.084248,121.601403,公眾服務單位設施,派出所,大湖所值班台左側,大湖所1樓辦公室內值班台左側
臺北市政府警察局大安分局新生南路派出所,仁愛路3段18號,63000030,25.037815,121.534012,公眾服務單位設施,派出所,1樓大門出入口旁,進入本所大門右側
臺北市政府警察局交通警察大隊內湖分隊,五分街8號六樓,63000100,25.067475,121.612902,其他,其他場所,值班台正後方,值班台正後方
內政部移民署台北市服務站,廣州街15號,63000050,25.036052,121.507998,其他,其他場所,一樓大廳服務台旁邊,一樓服務台旁邊
內政部國土管理署,八德路二段342號,63000010,25.04757307,121.5444254,其他,其他場所,一樓大門口,一樓大門口旁
臺北市松山區民生國民小學,敦化北路199巷18號,63000010,25.056463,121.552226,其他,其他場所,本校正門進入左側警衛室外,本校正門進入左側
臺北市國語實驗國民小學,南海路58號,63000050,25.0304771,121.5108887,其他,其他場所,健康中心走廊,警衛室窗口
中國文化大學推廣教育部 忠孝館,忠孝東路1段41號1樓,63000050,25.044512,121.525817,學校、大型集會場所,大專院校,忠孝分部國際語言中心一樓服務櫃台旁,ILI國際語言中心一樓服務櫃台旁
香港商世界健身事業有限公司台北松隆分公司,松隆路125號,63000020,25.046793,121.571808,學校、大型集會場所,健身房,香港商世界健身事業有限公司台北松隆分公司,B1教練櫃檯前方
中國石油化學工業開發股份有限公司臺北營業所,東興路12號(臺北營業所),63000010,25.0496968,121.5650519,其他,其他場所,本棟大樓10樓,電梯口
Marriott Taipei 台北萬豪酒店,樂群二路199號,63000040,25.08048916,121.5589431,旅宿場所,飯店,一樓FO櫃檯辦公室,FO辦公室入口
Marriott Taipei 台北萬豪酒店,樂群二路199號,63000040,25.08048916,121.5589431,旅宿場所,飯店,一樓安全部,一樓安全部辦公室外員工出入口
台北市中華基督教青年會永吉會館,永吉路500號,63000020,25.045231,121.579912,其他,其他場所,一樓櫃台右側,一樓入口右側，櫃台旁邊的牆面上
臺北流行音樂中心,市民大道八段99號,63000090,25.052319,121.59861,大型休閒場所,演藝廳,表演廳1樓前廳,表演廳1F前廳
榕錦時光生活園區-遊客服務中心,金華街167號,63000030,25.0304773,121.5256839,觀光旅遊地區,文化園區,台北市大安區金華街167號,AED放置位於榕錦時光生活園區-服務中心
德立莊酒店,秀山街4號,63000050,25.042787,121.509309,旅宿場所,旅館,一樓大廳,一樓大廳
Marriott Taipei 台北萬豪酒店,樂群二路199號,63000040,25.08048916,121.5589431,旅宿場所,飯店,萬豪酒店19F健身房大門旁,萬豪酒店19F健身房大門旁
臺北市立蘭州國民中學,大龍街187巷1號,63000060,25.069322,121.516736,其他,其他場所,本校大門口穿堂,本校大門口穿堂
成德國中運動中心-舞動陽光,東新街108巷23號,63000090,25.045059,121.587751,學校、大型集會場所,健身中心,1樓大廳,1樓大廳
內政部警政署保安警察第六總隊第二大隊第三中隊,自祥街36號,63000110,25.096268,121.534825,其他,其他場所,保六二大三中備勤室,台北市士林區自祥街36號
Dr.Nail足研所,南京東路五段108號6樓,63000010,25.051215,121.562072,其他,其他場所,大門進入後的右前方,Dr.Nail足研所大門進入後的右前方為AED放置位子
臺北南港展覽館2館,經貿二路2號,63000090,25.056239,121.615618,其他,其他場所,展覽館4樓,4樓R區
中興保全股份有限公司(1樓接待大廳),鄭州路139號,63000060,25.050491,121.510105,其他,其他場所,大廳入口左側,大廳入口左側
國家表演藝術中心國家兩廳院(國家戲劇院),中山南路21-1號,63000050,25.037355,121.519244,大型休閒場所,電影片映演場所(戲院、電影院),戲劇院大廳,戲劇院靠四號門大廳
果毅健身有限公司（O.M Fit 運動空間),林森北路147號2樓,63000040,25.050904,121.523097,學校、大型集會場所,健身房,健身運動教室,健身運動教室
香港商世界健身事業有限公司內湖民權分公司,民權東路六段180巷6號B2,63000100,25.068201,121.592457,學校、大型集會場所,健身房,櫃檯前方,櫃檯前方
臺北流行音樂中心,市民大道八段99號,63000090,25.052319,121.59861,大型休閒場所,演藝廳,表演廳1樓後場,表演廳1樓後場通道，近警衛室
臺北市文山區萬和里辦公處,汀洲路4段251號1樓,63000080,25.002948,121.535594,其他,其他場所,關懷據點內,關懷據點內右側牆壁上
臺北市金龍發展中心,金龍路136-1號,63000100,25.085765,121.590059,其他,其他場所,本棟2樓,從大門進入後(有門禁)，走樓梯至2樓左邊門(有門禁)，進入之後右邊牆上
臺灣菸酒股份有限公司,南昌路1段四號,63000050,25.03407,121.514877,其他,其他場所,法務處門口右側,臺灣菸酒股份有限公司法務處門口右側
碧湖公園,內湖路2段175號,63000100,25.082751,121.582899,其他,其他場所,管理室(小白宮),管理室1樓，駐警室旁
南港公園,東新街170之1號,63000090,25.045919,121.591476,其他,其他場所,南港公園駐警室內,進駐警室大門左側牆上
前山公園男公共浴室,建國街7-1號,63000120,25.150242,121.548548,大型公眾浴場或溫泉區,大型公眾浴場,管理室內,前山公園男公共浴室管理室
社子公園,永平街20巷37弄對面,63000110,25.090899,121.506612,其他,其他場所,社子公園圖書讀書閱覽室,社子公園圖書讀書閱覽室
台北遠東香格里拉/Shangri-La Far Eastern Taipei (鼎鼎大飯店股份有限公司),敦化南路二段201號,63000030,25.026612,121.549282,旅宿場所,飯店,6樓健身中心,位於台北市敦化南路2段6樓健身中心入口C區置物櫃旁
微風置地股份有限公司信義分公司,忠孝東路五段68號3F,63000020,25.041035,121.567002,大型購物場所,百貨業,3F服務台旁,"AED放置於3F服務台旁 , 近Chloe Chen專櫃旁"
台灣虎航股份有限公司,敦化北路405巷123弄3號,63000010,25.06304,121.557636,長距離交通工具,航空器,"B-50008航機, 第13排 DEF行李艙",台灣虎航股份有限公司B-50008航機
國立臺北護理健康大學(城區部),內江街89號,63000070,25.041755,121.503359,學校、大型集會場所,大專院校,學生活動中心外,學生活動中心與男生宿舍一樓外
中國科技大學臺北校區,興隆路3段56號,63000080,24.997535,121.554239,學校、大型集會場所,大專院校,格致樓3樓,格致樓3樓
微風置地股份有限公司信義分公司,忠孝東路五段68號3F,63000020,25.041035,121.567002,大型購物場所,百貨業,45樓電梯出口右手邊,45樓電梯出口右手邊與墨爾頓牛排館中間通道內
信義就業服務站,福德街86號8樓,63000020,25.03772618,121.5819729,其他,其他場所,台北市信義區福德街86號8樓,諮商室(2)門口
交通部航港局,和平東路3段1巷1號,63000030,25.025368,121.547303,其他,其他場所,一樓大廳,一樓大廳(可洽保全)
國立臺灣師範大學圖書館校區(和平東路1段129號) ,和平東路1段129號,63000030,25.026732,121.528263,學校、大型集會場所,大專院校,圖書館校區教育學院一樓大廳左側,教育學院一樓大廳左側
台灣虎航股份有限公司,敦化北路405巷123弄3號,63000010,25.06304,121.557636,長距離交通工具,航空器,"B-50011航機, 第13排 DEF行李艙",台灣虎航股份有限公司B-50011航機
台灣虎航股份有限公司,敦化北路405巷123弄3號,63000010,25.06304,121.557636,長距離交通工具,航空器,"B-50017航機, 第13排 DEF行李艙",台灣虎航股份有限公司B-50017航機
中國科技大學臺北校區,興隆路3段56號,63000080,24.997535,121.554239,學校、大型集會場所,大專院校,自強樓1樓,自強樓1樓電梯旁
臺北市立圖書館城中分館,濟南路2段46號3樓,63000050,25.0402103,121.530953,大型休閒場所,圖書館,3樓流通櫃台前,3樓流通櫃台前
微風置地股份有限公司南京分公司,南京東路三段337號,63000010,25.052006,121.548289,大型購物場所,百貨業,3F贈獎處旁,3F贈獎處旁，男女廁及殘障廁所前
臺北市立格致國民中學,仰德大道四段75號健康中心,63000110,25.13085,121.546354,其他,其他場所,格致國中健康中心外走廊牆上,校門進入至停車場到川堂左轉至健康中心走廊掛於牆壁上
財團法人臺灣敦睦聯誼會所屬作業組織圓山大飯店,中山北路4段1巷1號,63000040,25.078611,121.526287,旅宿場所,旅館,B1西側3.4號電梯右手邊,B1西側3.4號電梯右手邊
臺灣警察專科學校,興隆路三段153號,63000080,24.998038,121.561478,學校、大型集會場所,大專院校,莊敬樓1樓,莊敬樓1樓
海軍司令部醫務所,北安路305號,63000040,25.0809269,121.5380262,特殊機構,軍營,本所出入口,大直營區/天价樓/海軍司令部醫務所
臺灣警察專科學校,興隆路三段153號,63000080,24.998038,121.561478,學校、大型集會場所,大專院校,後操場司令台,後操場司令台內
臺北市松山區新東里辦公處,延壽街3號,63000010,25.057429,121.568992,其他,其他場所,里辦公處大門口左側,大門口左側
臺灣警察專科學校,興隆路三段153號,63000080,24.998038,121.561478,學校、大型集會場所,大專院校,民族樓3樓,民族樓3樓
臺灣警察專科學校,興隆路三段153號,63000080,24.998038,121.561478,學校、大型集會場所,大專院校,樹人樓1樓,樹人樓1樓
臺灣警察專科學校,興隆路三段153號,63000080,24.998038,121.561478,學校、大型集會場所,大專院校,中興樓1樓,中興樓1樓
臺北市立聯合醫院昆明大樓,昆明街100號,63000070,25.0443436,121.5047367,其他,其他場所,昆明大樓一樓大廳,一樓大廳批價櫃檯右側
MAJI MAJI集食行樂,玉門街1號,63000040,25.070457,121.520461,大型購物場所,商場,服務台前,服務台前
香港商世界健身事業有限公司台北民權東分公司,民權東路三段72號地下1樓,63000040,25.062119,121.543117,學校、大型集會場所,健身房,健身中心B1樓,客服櫃台旁走道。
香港商世界健身事業有限公司天母德行分公司,德行東路331巷35號,63000110,25.111802,121.537904,學校、大型集會場所,健身房,健身中心一樓,一樓手扶梯旁
Curves女性專用30分鐘健身中心松山店,八德路四段666號4樓,63000010,25.04988,121.576095,學校、大型集會場所,健身房,櫃台旁置物櫃,櫃台旁置物櫃
故宮晶華股份有限公司,至善路二段221號,63000110,25.101359,121.547821,其他,其他場所,故宮晶華1F大廳,1F大廳客用電梯旁
臺灣菸酒股份有限公司台北啤酒工場,八德路二段85號,63000040,25.047119,121.534198,觀光旅遊地區,文化園區,打卡室內,位於台北啤酒工場大門口警衛室旁打卡室內
維康生活股份有限公司,忠孝東路5段970號B1,63000090,25.044263,121.582314,學校、大型集會場所,健身房,門口左邊,大門口一進來左邊牆壁上
臺北市立百齡高級中學,承德路四段177號,63000110,25.08699,121.523062,學校、大型集會場所,高中職,活動中心2樓樓梯口右側,活動中心2樓樓梯口右側
臺灣集中保管結算所股份有限公司,復興北路363號2樓,63000010,25.060561,121.544388,其他,其他場所,台北市松山區復興北路363號11樓,"台北市松山區復興北路363號11樓
接待大廳"
Curves 女性30分鐘環狀運動 大安店,信義路三段192號2樓,63000030,25.0331889,121.5430092,學校、大型集會場所,健身房,大門左側,大門入口左側
臺灣集中保管結算所股份有限公司,復興北路363號2樓,63000010,25.060561,121.544388,其他,其他場所,台北市松山區復興北路363號3樓,"台北市松山區復興北路363號3樓
金業部-事務處理間"
臺灣集中保管結算所股份有限公司,復興北路363號2樓,63000010,25.060561,121.544388,其他,其他場所,台北市松山區復興北路363號9樓,台北市松山區復興北路363號9樓
臺灣集中保管結算所股份有限公司,復興北路363號2樓,63000010,25.060561,121.544388,其他,其他場所,台北市松山區復興北路363號7樓,台北市松山區復興北路363號7樓-股務部門口
臺北市私立再興小學,興隆路四段2號,63000080,24.990051,121.559309,其他,其他場所,1樓學務處穿堂,再興小學學務處1樓穿堂
香港商世界健身事業有限公司內湖港墘分公司,港墘路221巷33號2-4樓,63000100,25.0738669,121.5747656,學校、大型集會場所,健身房,3樓客服櫃台旁,香港商世界健身事業有限公司內湖港墘分公司(114台北市內湖區港墘路221巷33號2-4樓)
裕融企業股份有限公司,敦化南路二段2號13樓,63000030,25.033037,121.54904,其他,其他場所,13樓電梯出口左手處,裕融企業辦公室入口處，於13樓電梯左手處
統一健身俱樂部-市民館,重慶北路一段1-1號1樓,63000060,25.0494881,121.5139496,學校、大型集會場所,健身房,一樓櫃台旁,"統一健身俱樂部 市民館
台北市大同區重慶北路一段1-1號1樓"
臺灣集中保管結算所股份有限公司,復興北路363號2樓,63000010,25.060561,121.544388,其他,其他場所,台北市松山區復興北路363號10樓,"台北市松山區復興北路363號10樓
資訊規劃部門口"
臺北市私立開平餐飲職業學校,復興南路二段148巷24號,63000030,25.028796,121.542081,學校、大型集會場所,高中職,校本部1樓,1樓中庭後勤處辦公室外
臺北市立復興高級中學,復興四路70號,63000120,25.143591,121.5018,學校、大型集會場所,高中職,藝術大樓一樓,藝術組外
臺北市立復興高級中學,復興四路70號,63000120,25.143591,121.5018,學校、大型集會場所,高中職,篤行1樓男側外,福利社後方篤行樓
臺北市南港區舊莊國民小學,舊莊街一段100號,63000090,25.040245,121.619539,其他,其他場所,健康中心,健康中心入口左側
臺北市立復興高級中學,復興四路70號,63000120,25.143591,121.5018,學校、大型集會場所,高中職,復興大川堂,復興大樓1樓穿堂
欣葉國際餐飲股份有限公司新中山門市部,南京西路62號4樓,63000060,25.05275198,121.519042,其他,其他場所,臺北市大同區南京西路62號4樓,手扶梯上樓面對櫃台，於右手邊柱子
義華酒店,樂群二路197號,63000040,25.0805494,121.5596698,旅宿場所,旅館,2F義華俱樂部,義華俱樂部櫃台
臺北市建成地政事務所,和平西路3段120號7-9樓,63000070,25.035002,121.499888,其他,其他場所,8樓民眾服務區,洽公民眾能立即發現擺放位置
香港商世界健身事業有限公司台北寧夏分公司,寧夏路11號地下1樓,63000060,25.05471528,121.5150037,學校、大型集會場所,健身房,B1心肺區,B1心肺區通往B2樓梯口
梅庭,中山路6號,63000120,25.136932,121.508762,其他,其他場所,梅庭,展館內1樓客廳展區
臺北市大安地政事務所,信義路4段335巷6號,63000030,25.033834,121.556434,其他,其他場所,1樓大廳,1樓民眾洽公處(13號及14號櫃台對面)
台灣高速鐵路(股)公司-南港車站,南港路一段313號,63000090,25.053189,121.607064,交通要衝,高鐵站,台灣高速鐵路(股)公司-南港車站,B1南下1月台站務室B側，7車處柱面
台灣高速鐵路(股)公司-南港車站,南港路一段313號,63000090,25.053189,121.607064,交通要衝,高鐵站,台灣高速鐵路(股)公司-南港車站,B1南下2月台站務室B側，7車處柱面
台灣高速鐵路(股)公司-南港車站,南港路一段313號,63000090,25.053189,121.607064,交通要衝,高鐵站,台灣高速鐵路(股)公司-南港車站,B1南下3月台站務室A側，7車處柱面
台灣高速鐵路(股)公司-南港車站,南港路一段313號,63000090,25.053189,121.607064,交通要衝,高鐵站,台灣高速鐵路(股)公司-南港車站,B2付費區進出站閘門
Force Fitness 小巨蛋,八德路三段120號2樓,63000010,25.0480485,121.5540851,大型休閒場所,運動場館(如小巨蛋),台北市松山區八德路三段120號2樓,飲水幾旁
臺北市信義區興雅國民小學,基隆路一段83巷9號,63000020,25.046751,121.570022,學校、大型集會場所,國小,臺北市信義區興雅國民小學,臨近操場的廁所旁邊
好市多股份有限公司北投分公司,立德路117號,63000120,25.126936,121.471839,大型購物場所,賣場,賣場B1,賣場B1 國泰ATM旁
臺北市信義區博愛國民小學,松仁路95巷20號(博愛國小),63000020,25.036184,121.570456,其他,其他場所,1F前穿堂,校舍前棟1樓穿堂
臺北市松山地政事務所,莊敬路391巷11弄2號,63000020,25.028846,121.566153,其他,其他場所,一樓大廳,一樓大廳樓梯口旁邊
誠品生活股份有限公司南西店,南京西路14號,63000040,25.052254,121.520509,大型購物場所,商場,4F,4F顧客服務中心旁邊
誠品生活股份有限公司南西店,南京西路14號,63000040,25.052254,121.520509,大型購物場所,商場,1F,1F-靠長安西路19巷2弄側們梯廳內
臺北市大安區仁愛國民小學,安和路1段60號,63000030,25.035773,121.55235,其他,其他場所,進穿堂左邊佈告欄旁,進穿堂左邊佈告欄旁
國立臺北科技大學,忠孝東路3 段1號,63000030,25.04246,121.53565,學校、大型集會場所,大專院校,學生活動中心,學生活動中心B1入口
內政部國家公園署陽明山國家公園管理處行政中心,竹子湖路1-20號(行政中心),63000120,25.155667,121.54769,觀光旅遊地區,國家公園,大門進入後右側,置於行政中心1樓接待大廳，方便拿取
臺北市信義區福德國民小學,福德街253號,63000020,25.038899,121.586503,其他,其他場所,福德國小校門口川堂,校門口川堂
臺北市中山區濱江國民小學,樂群二路266巷99號,63000040,25.078001,121.561637,其他,其他場所,1樓聯合辦公室(靠近總務處)入口處,1樓聯合辦公室(靠近總務處)入口處
國立臺北護理健康大學水療中心(展昭國際企業(股)公司),明德路365號(水療中心),63000120,25.117796,121.518053,學校、大型集會場所,大專院校,水療中心,大池游泳池右側
臺北市中正區永功里民活動場所,汀州路1段324號,63000050,25.026566,121.512237,其他,其他場所,永功里民活動場所入口飲水機旁,臺北市中正區汀州路1段324號
臺北市私立開平餐飲職業學校(主廚之家),復興南路2段148巷15號,63000030,25.028543,121.542372,學校、大型集會場所,高中職,主廚之家1樓,主廚之家中走廊1樓
社團法人愛福家協會附設私立愛活樂園社區長照機構,羅斯福路2段5號2樓,63000050,25.029217,121.521134,其他,其他場所,中正多元照顧中心,中心大門入口處
BELLAVITA 寶麗廣場,松仁路28號,63000020,25.039668,121.567733,大型購物場所,百貨業,B1F客服中心,客服中心接待櫃台旁
城市商旅股份有限公司昆明分公司,昆明街46號,63000070,25.046776,121.505801,旅宿場所,旅館,大廳入口詢問處旁,大廳入口詢問處旁邊
南港國小運動中心(緯創運動行銷公司),惠民街67號,63000090,25.057163,121.610384,學校、大型集會場所,健身中心,活動中心,活動中心服務中心外
臺北市大安老人服務暨日間照顧中心,四維路76巷12號,63000030,25.034215,121.547473,其他,其他場所,5樓交誼廳,5樓交誼廳
